Pathway Name,Reaction,Global Score,Rule ID,Reaction Rule,Rule Score,dfG_prime_o,dfG_prime_m,dfG_uncert,Normalised dfG_prime_o,Normalised dfG_prime_m,Normalised dfG_uncert,FBA,FBA Flux,FBA Normalised Flux,UniProt,Selenzyme Score
D,pathway,,,,,-690.7940862237695,-686.5140813737285,23.025470236820112,,,,fba_obj_biomass;fba_obj_fraction,0.8769972144269705;0.0,,,
D,RP1,,RR-02-b0e61c985ef9982e-16-F,[H]Oc1c([H])c([H])c([H])c(O[H])c1O[H].O=O>>[H]OC(=O)C(=O)C([H])([H])C([H])=C([H])C(=O)O[H].[H+].[H+],0.4035021879404077,-777.430989816745,-760.316152282024,11.023483080456245,,,,fba_obj_biomass;fba_obj_fraction,0.0;0.0,,,
D,RP2,,RR-02-3154588e865848f9-16-F,[H]OC(=O)C(=O)C([H])([H])C([H])=C([H])C(=O)O[H].[H+]>>O=C=O.[H]OC(=O)C(=O)C([H])([H])C([H])=C([H])[H],0.2697797707125414,756.036147431983,756.036147431983,7.153605711358228,,,,fba_obj_biomass;fba_obj_fraction,0.0;0.0,,,
D,RP3,,RR-02-ef90c795fa7cf247-16-F,[H]OC(=O)C(=O)C([H])([H])C([H])=C([H])[H].O=C(O)CCC(=O)O.[H+]>>[H]OC(=O)C(O[H])=C([H])C([H])=C([H])C(=O)C([H])([H])C([H])([H])C(=O)O[H].[H]O[H],0.8251685759721918,-669.3992438390075,-703.6289189084496,9.748858628808954,,,,fba_obj_biomass;fba_obj_fraction,0.0;0.0,,,
C,pathway,,,,,-692.4919805806002,-688.2119757305592,25.93188651673326,,,,fba_obj_biomass;fba_obj_fraction,0.8769972144269665;0.0,,,
C,RP1,,RR-02-b0e61c985ef9982e-16-F,[H]Oc1c([H])c([H])c([H])c(O[H])c1O[H].O=O>>[H]OC(=O)C(=O)C([H])([H])C([H])=C([H])C(=O)O[H].[H+].[H+],0.4035021879404077,-777.430989816745,-760.316152282024,11.023483080456245,,,,fba_obj_biomass;fba_obj_fraction,0.0;0.0,,,
C,RP2,,RR-02-3154588e865848f9-16-F,[H]OC(=O)C(=O)C([H])([H])C([H])=C([H])C(=O)O[H].[H+]>>O=C=O.[H]OC(=O)C(=O)C([H])([H])C([H])=C([H])[H],0.2697797707125414,756.036147431983,756.036147431983,7.153605711358228,,,,fba_obj_biomass;fba_obj_fraction,0.0;0.0,,,
C,RP3,,RR-02-7ddd80115f75711d-16-F,[H]OC(=O)C(=O)C([H])([H])C([H])=C([H])[H].O=C(O)C=CC(=O)O.[H+]>>[H]OC(=O)C([H])=C([H])C(=O)C([H])=C([H])C([H])=C(O[H])C(=O)O[H].[H]O[H],0.6461261981425104,-671.0971381958382,-705.3268132652802,12.95189298273115,,,,fba_obj_biomass;fba_obj_fraction,0.0;0.0,,,
E,pathway,,,,,-5262.625256743907,-4022.8754909066038,60.26915951432047,,,,fba_obj_biomass;fba_obj_fraction,0.8769972144269714;2.3006453708266528,,,
E,RP1,,RR-02-d7da8b4c9a086a88-16-F,[H]Oc1c([H])c([H])c([H])c(O[H])c1O[H].O=C=O>>[H]OC(=O)c1c([H])c(O[H])c(O[H])c(O[H])c1[H].[H+],1.0,-1256.9152400723272,-1256.9152400723272,20.302711129914297,,,,fba_obj_biomass;fba_obj_fraction,0.0;2.3006453708266528,,,
